Tanggal;Provinsi;Kondisi Penyerta;Total
2021-05-02;GORONTALO;Jantung Koroner;324
2021-05-04;GORONTALO;Jantung Koroner;324
2021-05-06;GORONTALO;Jantung Koroner;325
2021-05-08;GORONTALO;Jantung Koroner;325
2021-05-10;GORONTALO;Jantung Koroner;325
2021-05-13;GORONTALO;Jantung Koroner;326
2021-05-14;GORONTALO;Jantung Koroner;326
2021-05-16;GORONTALO;Jantung Koroner;326
2021-05-19;GORONTALO;Jantung Koroner;327
2021-05-25;GORONTALO;Jantung Koroner;328
2021-05-26;GORONTALO;Jantung Koroner;328
2021-05-29;GORONTALO;Jantung Koroner;329
2021-05-31;GORONTALO;Jantung Koroner;330
2021-06-02;GORONTALO;Jantung Koroner;331
2021-06-10;GORONTALO;Jantung Koroner;333
2021-06-12;GORONTALO;Jantung Koroner;333
2021-06-13;GORONTALO;Jantung Koroner;333
2021-03-24;JAMBI;Jantung Koroner;358
2021-03-28;JAMBI;Jantung Koroner;368
2021-04-07;JAMBI;Jantung Koroner;391
2021-04-12;JAMBI;Jantung Koroner;399
2021-04-15;JAMBI;Jantung Koroner;407
2021-04-16;JAMBI;Jantung Koroner;410
2021-04-17;JAMBI;Jantung Koroner;414
2021-04-18;JAMBI;Jantung Koroner;417
2021-04-19;JAMBI;Jantung Koroner;419
2021-04-20;JAMBI;Jantung Koroner;423
2021-04-21;JAMBI;Jantung Koroner;427
2021-04-22;JAMBI;Jantung Koroner;432
2021-04-23;JAMBI;Jantung Koroner;434
2021-04-24;JAMBI;Jantung Koroner;438
2021-04-25;JAMBI;Jantung Koroner;440
2021-04-26;JAMBI;Jantung Koroner;443
2021-04-27;JAMBI;Jantung Koroner;444
2021-04-30;JAMBI;Jantung Koroner;460
2021-05-01;JAMBI;Jantung Koroner;464
2021-05-02;JAMBI;Jantung Koroner;468
2021-05-04;JAMBI;Jantung Koroner;476
2021-05-06;JAMBI;Jantung Koroner;488
2021-05-08;JAMBI;Jantung Koroner;498
2021-05-10;JAMBI;Jantung Koroner;507
2021-05-13;JAMBI;Jantung Koroner;515
2021-05-14;JAMBI;Jantung Koroner;519
2021-05-16;JAMBI;Jantung Koroner;520
2021-05-19;JAMBI;Jantung Koroner;525
2021-05-25;JAMBI;Jantung Koroner;549
2021-05-26;JAMBI;Jantung Koroner;553
2021-05-29;JAMBI;Jantung Koroner;566
2021-05-31;JAMBI;Jantung Koroner;577
2021-06-02;JAMBI;Jantung Koroner;586
2021-06-10;JAMBI;Jantung Koroner;639
2021-06-12;JAMBI;Jantung Koroner;653
2021-06-13;JAMBI;Jantung Koroner;661
2021-03-24;JAWA BARAT;Jantung Koroner;14625
2021-03-28;JAWA BARAT;Jantung Koroner;14807
2021-04-07;JAWA BARAT;Jantung Koroner;15314
2021-04-12;JAWA BARAT;Jantung Koroner;15603
2021-04-15;JAWA BARAT;Jantung Koroner;15857
2021-04-16;JAWA BARAT;Jantung Koroner;15917
2021-04-17;JAWA BARAT;Jantung Koroner;15967
2021-04-18;JAWA BARAT;Jantung Koroner;16013
2021-04-19;JAWA BARAT;Jantung Koroner;16098
2021-04-20;JAWA BARAT;Jantung Koroner;16182
2021-04-21;JAWA BARAT;Jantung Koroner;16243
2021-04-22;JAWA BARAT;Jantung Koroner;16324
2021-04-23;JAWA BARAT;Jantung Koroner;16388
2021-04-24;JAWA BARAT;Jantung Koroner;16426
2021-04-25;JAWA BARAT;Jantung Koroner;16467
2021-04-26;JAWA BARAT;Jantung Koroner;16583
2021-04-27;JAWA BARAT;Jantung Koroner;16653
2021-04-30;JAWA BARAT;Jantung Koroner;16872
2021-05-01;JAWA BARAT;Jantung Koroner;16918
2021-05-02;JAWA BARAT;Jantung Koroner;16958
2021-05-04;JAWA BARAT;Jantung Koroner;17090
2021-05-06;JAWA BARAT;Jantung Koroner;17212
2021-05-08;JAWA BARAT;Jantung Koroner;17462
2021-05-10;JAWA BARAT;Jantung Koroner;17556
2021-05-13;JAWA BARAT;Jantung Koroner;17711
2021-05-14;JAWA BARAT;Jantung Koroner;17747
2021-05-16;JAWA BARAT;Jantung Koroner;17838
2021-05-19;JAWA BARAT;Jantung Koroner;18060
2021-05-25;JAWA BARAT;Jantung Koroner;18470
2021-05-26;JAWA BARAT;Jantung Koroner;18509
2021-05-29;JAWA BARAT;Jantung Koroner;18720
2021-05-31;JAWA BARAT;Jantung Koroner;18837
2021-06-02;JAWA BARAT;Jantung Koroner;18946
2021-06-10;JAWA BARAT;Jantung Koroner;19531
2021-06-12;JAWA BARAT;Jantung Koroner;19662
2021-06-13;JAWA BARAT;Jantung Koroner;19736
2021-03-24;JAWA TENGAH;Jantung Koroner;9976
2021-03-28;JAWA TENGAH;Jantung Koroner;10037
2021-04-07;JAWA TENGAH;Jantung Koroner;10312
2021-04-12;JAWA TENGAH;Jantung Koroner;10467
2021-04-15;JAWA TENGAH;Jantung Koroner;10612
2021-04-16;JAWA TENGAH;Jantung Koroner;10653
2021-04-17;JAWA TENGAH;Jantung Koroner;10684
2021-04-18;JAWA TENGAH;Jantung Koroner;10707
2021-04-19;JAWA TENGAH;Jantung Koroner;10748
2021-04-20;JAWA TENGAH;Jantung Koroner;10789
2021-04-21;JAWA TENGAH;Jantung Koroner;10829
2021-04-22;JAWA TENGAH;Jantung Koroner;10865
2021-04-23;JAWA TENGAH;Jantung Koroner;10888
2021-04-24;JAWA TENGAH;Jantung Koroner;10907
2021-04-25;JAWA TENGAH;Jantung Koroner;10922
2021-04-26;JAWA TENGAH;Jantung Koroner;10960
2021-04-27;JAWA TENGAH;Jantung Koroner;10982
2021-04-30;JAWA TENGAH;Jantung Koroner;11055
2021-05-01;JAWA TENGAH;Jantung Koroner;11066
2021-05-02;JAWA TENGAH;Jantung Koroner;11077
2021-05-04;JAWA TENGAH;Jantung Koroner;11132
2021-05-06;JAWA TENGAH;Jantung Koroner;11185
2021-05-08;JAWA TENGAH;Jantung Koroner;11224
2021-05-10;JAWA TENGAH;Jantung Koroner;11284
2021-05-13;JAWA TENGAH;Jantung Koroner;11352
2021-05-14;JAWA TENGAH;Jantung Koroner;11361
2021-05-16;JAWA TENGAH;Jantung Koroner;11397
2021-05-19;JAWA TENGAH;Jantung Koroner;11495
2021-05-25;JAWA TENGAH;Jantung Koroner;11714
2021-05-26;JAWA TENGAH;Jantung Koroner;11747
2021-05-29;JAWA TENGAH;Jantung Koroner;11892
2021-05-31;JAWA TENGAH;Jantung Koroner;12005
2021-06-02;JAWA TENGAH;Jantung Koroner;12101
2021-06-10;JAWA TENGAH;Jantung Koroner;12670
2021-06-12;JAWA TENGAH;Jantung Koroner;12786
2021-06-13;JAWA TENGAH;Jantung Koroner;12941
2021-03-24;JAWA TIMUR;Jantung Koroner;8249
2021-03-28;JAWA TIMUR;Jantung Koroner;8322
2021-04-07;JAWA TIMUR;Jantung Koroner;8485
2021-04-12;JAWA TIMUR;Jantung Koroner;8568
2021-04-15;JAWA TIMUR;Jantung Koroner;8617
2021-04-16;JAWA TIMUR;Jantung Koroner;8634
2021-04-17;JAWA TIMUR;Jantung Koroner;8651
2021-04-18;JAWA TIMUR;Jantung Koroner;8666
2021-04-19;JAWA TIMUR;Jantung Koroner;8681
2021-04-20;JAWA TIMUR;Jantung Koroner;8696
2021-04-21;JAWA TIMUR;Jantung Koroner;8714
2021-04-22;JAWA TIMUR;Jantung Koroner;8732
2021-04-23;JAWA TIMUR;Jantung Koroner;8750
2021-04-24;JAWA TIMUR;Jantung Koroner;8765
2021-04-25;JAWA TIMUR;Jantung Koroner;8779
2021-04-26;JAWA TIMUR;Jantung Koroner;8794
2021-04-27;JAWA TIMUR;Jantung Koroner;8808
2021-04-30;JAWA TIMUR;Jantung Koroner;8865
2021-05-01;JAWA TIMUR;Jantung Koroner;8879
2021-05-02;JAWA TIMUR;Jantung Koroner;8891
2021-05-04;JAWA TIMUR;Jantung Koroner;8921
2021-05-06;JAWA TIMUR;Jantung Koroner;8953
2021-05-08;JAWA TIMUR;Jantung Koroner;8980
2021-05-10;JAWA TIMUR;Jantung Koroner;9006
2021-05-13;JAWA TIMUR;Jantung Koroner;9046
2021-05-14;JAWA TIMUR;Jantung Koroner;9054
2021-05-16;JAWA TIMUR;Jantung Koroner;9075
2021-05-19;JAWA TIMUR;Jantung Koroner;9116
2021-05-25;JAWA TIMUR;Jantung Koroner;9200
2021-05-26;JAWA TIMUR;Jantung Koroner;9216
2021-05-29;JAWA TIMUR;Jantung Koroner;9259
2021-05-31;JAWA TIMUR;Jantung Koroner;9287
2021-06-02;JAWA TIMUR;Jantung Koroner;9315
2021-06-10;JAWA TIMUR;Jantung Koroner;9471
2021-06-12;JAWA TIMUR;Jantung Koroner;9518
2021-06-13;JAWA TIMUR;Jantung Koroner;9544
2021-03-24;KALIMANTAN BARAT;Jantung Koroner;339
2021-03-28;KALIMANTAN BARAT;Jantung Koroner;349
2021-04-07;KALIMANTAN BARAT;Jantung Koroner;370
2021-04-12;KALIMANTAN BARAT;Jantung Koroner;385
2021-04-15;KALIMANTAN BARAT;Jantung Koroner;400
2021-04-16;KALIMANTAN BARAT;Jantung Koroner;406
2021-04-17;KALIMANTAN BARAT;Jantung Koroner;412
2021-04-18;KALIMANTAN BARAT;Jantung Koroner;417
2021-04-19;KALIMANTAN BARAT;Jantung Koroner;417
2021-04-20;KALIMANTAN BARAT;Jantung Koroner;421
2021-04-21;KALIMANTAN BARAT;Jantung Koroner;427
2021-04-22;KALIMANTAN BARAT;Jantung Koroner;433
2021-04-23;KALIMANTAN BARAT;Jantung Koroner;439
2021-04-24;KALIMANTAN BARAT;Jantung Koroner;444
2021-04-25;KALIMANTAN BARAT;Jantung Koroner;447
2021-04-26;KALIMANTAN BARAT;Jantung Koroner;447
2021-04-27;KALIMANTAN BARAT;Jantung Koroner;450
2021-04-30;KALIMANTAN BARAT;Jantung Koroner;464
2021-05-01;KALIMANTAN BARAT;Jantung Koroner;470
2021-05-02;KALIMANTAN BARAT;Jantung Koroner;476
2021-05-04;KALIMANTAN BARAT;Jantung Koroner;483
2021-05-06;KALIMANTAN BARAT;Jantung Koroner;497
2021-05-08;KALIMANTAN BARAT;Jantung Koroner;509
2021-05-10;KALIMANTAN BARAT;Jantung Koroner;521
2021-05-13;KALIMANTAN BARAT;Jantung Koroner;541
2021-05-14;KALIMANTAN BARAT;Jantung Koroner;547
2021-05-16;KALIMANTAN BARAT;Jantung Koroner;557
2021-05-19;KALIMANTAN BARAT;Jantung Koroner;576
2021-05-25;KALIMANTAN BARAT;Jantung Koroner;615
2021-05-26;KALIMANTAN BARAT;Jantung Koroner;622
2021-05-29;KALIMANTAN BARAT;Jantung Koroner;641
2021-05-31;KALIMANTAN BARAT;Jantung Koroner;651
2021-06-02;KALIMANTAN BARAT;Jantung Koroner;664
2021-06-10;KALIMANTAN BARAT;Jantung Koroner;714
2021-06-12;KALIMANTAN BARAT;Jantung Koroner;732
2021-06-13;KALIMANTAN BARAT;Jantung Koroner;740
2021-03-24;KALIMANTAN SELATAN;Jantung Koroner;1569
2021-03-28;KALIMANTAN SELATAN;Jantung Koroner;1627
2021-04-07;KALIMANTAN SELATAN;Jantung Koroner;1759
2021-04-12;KALIMANTAN SELATAN;Jantung Koroner;1829
2021-04-15;KALIMANTAN SELATAN;Jantung Koroner;1866
2021-04-16;KALIMANTAN SELATAN;Jantung Koroner;1875
2021-04-17;KALIMANTAN SELATAN;Jantung Koroner;1884
2021-04-18;KALIMANTAN SELATAN;Jantung Koroner;1896
2021-04-19;KALIMANTAN SELATAN;Jantung Koroner;1897
2021-04-20;KALIMANTAN SELATAN;Jantung Koroner;1906
2021-04-21;KALIMANTAN SELATAN;Jantung Koroner;1912
2021-04-22;KALIMANTAN SELATAN;Jantung Koroner;1924
2021-04-23;KALIMANTAN SELATAN;Jantung Koroner;1936
2021-04-24;KALIMANTAN SELATAN;Jantung Koroner;1947
2021-04-25;KALIMANTAN SELATAN;Jantung Koroner;1950
2021-04-26;KALIMANTAN SELATAN;Jantung Koroner;1951
2021-04-27;KALIMANTAN SELATAN;Jantung Koroner;1957
2021-04-30;KALIMANTAN SELATAN;Jantung Koroner;1977
2021-05-01;KALIMANTAN SELATAN;Jantung Koroner;1983
2021-05-02;KALIMANTAN SELATAN;Jantung Koroner;1983
2021-05-04;KALIMANTAN SELATAN;Jantung Koroner;1989
2021-05-06;KALIMANTAN SELATAN;Jantung Koroner;1999
2021-05-08;KALIMANTAN SELATAN;Jantung Koroner;2014
2021-05-10;KALIMANTAN SELATAN;Jantung Koroner;2019
2021-05-13;KALIMANTAN SELATAN;Jantung Koroner;2029
2021-05-14;KALIMANTAN SELATAN;Jantung Koroner;2030
2021-05-16;KALIMANTAN SELATAN;Jantung Koroner;2032
2021-05-19;KALIMANTAN SELATAN;Jantung Koroner;2040
2021-05-25;KALIMANTAN SELATAN;Jantung Koroner;2061
2021-05-26;KALIMANTAN SELATAN;Jantung Koroner;2066
2021-05-29;KALIMANTAN SELATAN;Jantung Koroner;2080
2021-05-31;KALIMANTAN SELATAN;Jantung Koroner;2086
2021-06-02;KALIMANTAN SELATAN;Jantung Koroner;2089
2021-06-10;KALIMANTAN SELATAN;Jantung Koroner;2112
2021-06-12;KALIMANTAN SELATAN;Jantung Koroner;2115
2021-06-13;KALIMANTAN SELATAN;Jantung Koroner;2117
2021-03-24;KALIMANTAN TENGAH;Jantung Koroner;986
2021-03-28;KALIMANTAN TENGAH;Jantung Koroner;1015
2021-04-07;KALIMANTAN TENGAH;Jantung Koroner;1071
2021-04-12;KALIMANTAN TENGAH;Jantung Koroner;1101
2021-04-15;KALIMANTAN TENGAH;Jantung Koroner;1118
2021-04-16;KALIMANTAN TENGAH;Jantung Koroner;1125
2021-04-17;KALIMANTAN TENGAH;Jantung Koroner;1132
2021-04-18;KALIMANTAN TENGAH;Jantung Koroner;1137
2021-04-19;KALIMANTAN TENGAH;Jantung Koroner;1142
2021-04-20;KALIMANTAN TENGAH;Jantung Koroner;1150
2021-04-21;KALIMANTAN TENGAH;Jantung Koroner;1156
2021-04-22;KALIMANTAN TENGAH;Jantung Koroner;1160
2021-04-23;KALIMANTAN TENGAH;Jantung Koroner;1166
2021-04-24;KALIMANTAN TENGAH;Jantung Koroner;1173
2021-04-25;KALIMANTAN TENGAH;Jantung Koroner;1178
2021-04-26;KALIMANTAN TENGAH;Jantung Koroner;1183
2021-04-27;KALIMANTAN TENGAH;Jantung Koroner;1187
2021-04-30;KALIMANTAN TENGAH;Jantung Koroner;1204
2021-05-01;KALIMANTAN TENGAH;Jantung Koroner;1211
2021-05-02;KALIMANTAN TENGAH;Jantung Koroner;1214
2021-05-04;KALIMANTAN TENGAH;Jantung Koroner;1224
2021-05-06;KALIMANTAN TENGAH;Jantung Koroner;1234
2021-05-08;KALIMANTAN TENGAH;Jantung Koroner;1247
2021-05-10;KALIMANTAN TENGAH;Jantung Koroner;1256
2021-05-13;KALIMANTAN TENGAH;Jantung Koroner;1267
2021-05-14;KALIMANTAN TENGAH;Jantung Koroner;1271
2021-05-16;KALIMANTAN TENGAH;Jantung Koroner;1275
2021-05-19;KALIMANTAN TENGAH;Jantung Koroner;1288
2021-05-25;KALIMANTAN TENGAH;Jantung Koroner;1319
2021-05-26;KALIMANTAN TENGAH;Jantung Koroner;1325
2021-05-29;KALIMANTAN TENGAH;Jantung Koroner;1343
2021-05-31;KALIMANTAN TENGAH;Jantung Koroner;1354
2021-06-02;KALIMANTAN TENGAH;Jantung Koroner;1362
2021-06-10;KALIMANTAN TENGAH;Jantung Koroner;1409
2021-06-12;KALIMANTAN TENGAH;Jantung Koroner;1420
2021-06-13;KALIMANTAN TENGAH;Jantung Koroner;1426
2021-03-24;KALIMANTAN TIMUR;Jantung Koroner;3730
2021-03-28;KALIMANTAN TIMUR;Jantung Koroner;3785
2021-04-07;KALIMANTAN TIMUR;Jantung Koroner;3891
2021-04-12;KALIMANTAN TIMUR;Jantung Koroner;3942
2021-04-15;KALIMANTAN TIMUR;Jantung Koroner;3974
2021-04-16;KALIMANTAN TIMUR;Jantung Koroner;3982
2021-04-17;KALIMANTAN TIMUR;Jantung Koroner;3995
2021-04-18;KALIMANTAN TIMUR;Jantung Koroner;4006
2021-04-19;KALIMANTAN TIMUR;Jantung Koroner;4013
2021-04-20;KALIMANTAN TIMUR;Jantung Koroner;4022
2021-04-21;KALIMANTAN TIMUR;Jantung Koroner;4033
2021-04-22;KALIMANTAN TIMUR;Jantung Koroner;4044
2021-04-23;KALIMANTAN TIMUR;Jantung Koroner;4055
2021-04-24;KALIMANTAN TIMUR;Jantung Koroner;4064
2021-04-25;KALIMANTAN TIMUR;Jantung Koroner;4074
2021-04-26;KALIMANTAN TIMUR;Jantung Koroner;4079
2021-04-27;KALIMANTAN TIMUR;Jantung Koroner;4088
2021-04-30;KALIMANTAN TIMUR;Jantung Koroner;4118
2021-05-01;KALIMANTAN TIMUR;Jantung Koroner;4126
2021-05-02;KALIMANTAN TIMUR;Jantung Koroner;4129
2021-05-04;KALIMANTAN TIMUR;Jantung Koroner;4142
2021-05-06;KALIMANTAN TIMUR;Jantung Koroner;4157
2021-05-08;KALIMANTAN TIMUR;Jantung Koroner;4170
2021-05-10;KALIMANTAN TIMUR;Jantung Koroner;4180
2021-05-13;KALIMANTAN TIMUR;Jantung Koroner;4197
2021-05-14;KALIMANTAN TIMUR;Jantung Koroner;4198
2021-05-16;KALIMANTAN TIMUR;Jantung Koroner;4205
2021-05-19;KALIMANTAN TIMUR;Jantung Koroner;4224
2021-05-25;KALIMANTAN TIMUR;Jantung Koroner;4261
2021-05-26;KALIMANTAN TIMUR;Jantung Koroner;4266
2021-05-29;KALIMANTAN TIMUR;Jantung Koroner;4282
2021-05-31;KALIMANTAN TIMUR;Jantung Koroner;4296
2021-06-02;KALIMANTAN TIMUR;Jantung Koroner;4305
2021-06-10;KALIMANTAN TIMUR;Jantung Koroner;4346
2021-06-12;KALIMANTAN TIMUR;Jantung Koroner;4356
2021-06-13;KALIMANTAN TIMUR;Jantung Koroner;4362
2021-03-24;KALIMANTAN UTARA;Jantung Koroner;653
2021-03-28;KALIMANTAN UTARA;Jantung Koroner;663
2021-04-07;KALIMANTAN UTARA;Jantung Koroner;678
2021-04-12;KALIMANTAN UTARA;Jantung Koroner;684
2021-04-15;KALIMANTAN UTARA;Jantung Koroner;687
2021-04-16;KALIMANTAN UTARA;Jantung Koroner;688
2021-04-17;KALIMANTAN UTARA;Jantung Koroner;689
2021-04-18;KALIMANTAN UTARA;Jantung Koroner;692
2021-04-19;KALIMANTAN UTARA;Jantung Koroner;693
2021-04-20;KALIMANTAN UTARA;Jantung Koroner;695
2021-04-21;KALIMANTAN UTARA;Jantung Koroner;695
2021-04-22;KALIMANTAN UTARA;Jantung Koroner;697
2021-04-23;KALIMANTAN UTARA;Jantung Koroner;698
2021-04-24;KALIMANTAN UTARA;Jantung Koroner;698
2021-04-25;KALIMANTAN UTARA;Jantung Koroner;699
2021-04-26;KALIMANTAN UTARA;Jantung Koroner;701
2021-04-27;KALIMANTAN UTARA;Jantung Koroner;702
2021-04-30;KALIMANTAN UTARA;Jantung Koroner;705
2021-05-01;KALIMANTAN UTARA;Jantung Koroner;705
2021-05-02;KALIMANTAN UTARA;Jantung Koroner;707
2021-05-04;KALIMANTAN UTARA;Jantung Koroner;709
2021-05-06;KALIMANTAN UTARA;Jantung Koroner;710
2021-05-08;KALIMANTAN UTARA;Jantung Koroner;711
2021-05-10;KALIMANTAN UTARA;Jantung Koroner;712
2021-05-13;KALIMANTAN UTARA;Jantung Koroner;713
2021-05-14;KALIMANTAN UTARA;Jantung Koroner;713
2021-05-16;KALIMANTAN UTARA;Jantung Koroner;714
2021-05-19;KALIMANTAN UTARA;Jantung Koroner;717
2021-05-25;KALIMANTAN UTARA;Jantung Koroner;730
2021-05-26;KALIMANTAN UTARA;Jantung Koroner;731
2021-05-29;KALIMANTAN UTARA;Jantung Koroner;734
2021-05-31;KALIMANTAN UTARA;Jantung Koroner;736
2021-06-02;KALIMANTAN UTARA;Jantung Koroner;738
2021-06-10;KALIMANTAN UTARA;Jantung Koroner;745
2021-06-12;KALIMANTAN UTARA;Jantung Koroner;746
2021-06-13;KALIMANTAN UTARA;Jantung Koroner;748
2021-03-24;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;529
2021-03-28;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;549
2021-04-07;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;593
2021-04-12;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;622
2021-04-15;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;649
2021-04-16;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;658
2021-04-17;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;664
2021-04-18;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;671
2021-04-19;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;675
2021-04-20;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;684
2021-04-21;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;694
2021-04-22;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;702
2021-04-23;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;722
2021-04-24;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;732
2021-04-25;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;748
2021-04-26;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;760
2021-04-27;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;769
2021-04-30;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;807
2021-05-01;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;819
2021-05-02;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;824
2021-05-04;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;839
2021-05-06;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;857
2021-05-08;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;885
2021-05-10;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;902
2021-05-13;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;928
2021-05-14;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;932
2021-05-16;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;939
2021-05-19;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;963
2021-05-25;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;1030
2021-05-26;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;1046
2021-05-29;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;1075
2021-05-31;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;1098
2021-06-02;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;1109
2021-06-10;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;1170
2021-06-12;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;1179
2021-06-13;KEPULAUAN BANGKA BELITUNG;Jantung Koroner;1182
2021-03-24;KEPULAUAN RIAU;Jantung Koroner;542
2021-03-28;KEPULAUAN RIAU;Jantung Koroner;549
2021-04-07;KEPULAUAN RIAU;Jantung Koroner;565
2021-04-12;KEPULAUAN RIAU;Jantung Koroner;575
2021-04-15;KEPULAUAN RIAU;Jantung Koroner;591
2021-04-16;KEPULAUAN RIAU;Jantung Koroner;595
2021-04-17;KEPULAUAN RIAU;Jantung Koroner;599
2021-04-18;KEPULAUAN RIAU;Jantung Koroner;604
2021-04-19;KEPULAUAN RIAU;Jantung Koroner;606
2021-04-20;KEPULAUAN RIAU;Jantung Koroner;611
2021-04-21;KEPULAUAN RIAU;Jantung Koroner;615
2021-04-22;KEPULAUAN RIAU;Jantung Koroner;620
2021-04-23;KEPULAUAN RIAU;Jantung Koroner;623
2021-04-24;KEPULAUAN RIAU;Jantung Koroner;629
2021-04-25;KEPULAUAN RIAU;Jantung Koroner;638
2021-04-26;KEPULAUAN RIAU;Jantung Koroner;646
2021-04-27;KEPULAUAN RIAU;Jantung Koroner;650
2021-04-30;KEPULAUAN RIAU;Jantung Koroner;671
2021-05-01;KEPULAUAN RIAU;Jantung Koroner;681
2021-05-02;KEPULAUAN RIAU;Jantung Koroner;690
2021-05-04;KEPULAUAN RIAU;Jantung Koroner;707
2021-05-06;KEPULAUAN RIAU;Jantung Koroner;728
2021-05-08;KEPULAUAN RIAU;Jantung Koroner;740
2021-05-10;KEPULAUAN RIAU;Jantung Koroner;752
2021-05-13;KEPULAUAN RIAU;Jantung Koroner;775
2021-05-14;KEPULAUAN RIAU;Jantung Koroner;781
2021-05-16;KEPULAUAN RIAU;Jantung Koroner;805
2021-05-19;KEPULAUAN RIAU;Jantung Koroner;830
2021-05-25;KEPULAUAN RIAU;Jantung Koroner;906
2021-05-26;KEPULAUAN RIAU;Jantung Koroner;917
2021-05-29;KEPULAUAN RIAU;Jantung Koroner;982
2021-05-31;KEPULAUAN RIAU;Jantung Koroner;1010
2021-06-02;KEPULAUAN RIAU;Jantung Koroner;1044
2021-06-10;KEPULAUAN RIAU;Jantung Koroner;1173
2021-06-12;KEPULAUAN RIAU;Jantung Koroner;1208
2021-06-13;KEPULAUAN RIAU;Jantung Koroner;1221
2021-03-24;LAMPUNG;Jantung Koroner;822
2021-03-28;LAMPUNG;Jantung Koroner;833
2021-04-07;LAMPUNG;Jantung Koroner;859
2021-04-12;LAMPUNG;Jantung Koroner;875
2021-04-15;LAMPUNG;Jantung Koroner;886
2021-04-16;LAMPUNG;Jantung Koroner;890
2021-04-17;LAMPUNG;Jantung Koroner;894
2021-04-18;LAMPUNG;Jantung Koroner;899
2021-04-19;LAMPUNG;Jantung Koroner;905
2021-04-20;LAMPUNG;Jantung Koroner;911
2021-04-21;LAMPUNG;Jantung Koroner;916
2021-04-22;LAMPUNG;Jantung Koroner;920
2021-04-23;LAMPUNG;Jantung Koroner;925
2021-04-24;LAMPUNG;Jantung Koroner;929
2021-04-25;LAMPUNG;Jantung Koroner;934
2021-04-26;LAMPUNG;Jantung Koroner;938
2021-04-27;LAMPUNG;Jantung Koroner;942
2021-04-30;LAMPUNG;Jantung Koroner;959
2021-05-01;LAMPUNG;Jantung Koroner;962
2021-05-02;LAMPUNG;Jantung Koroner;967
2021-05-04;LAMPUNG;Jantung Koroner;976
2021-05-06;LAMPUNG;Jantung Koroner;984
2021-05-08;LAMPUNG;Jantung Koroner;992
2021-05-10;LAMPUNG;Jantung Koroner;998
2021-05-13;LAMPUNG;Jantung Koroner;1011
2021-05-14;LAMPUNG;Jantung Koroner;1013
2021-05-16;LAMPUNG;Jantung Koroner;1021
2021-05-19;LAMPUNG;Jantung Koroner;1031
2021-05-25;LAMPUNG;Jantung Koroner;1062
2021-05-26;LAMPUNG;Jantung Koroner;1066
2021-05-29;LAMPUNG;Jantung Koroner;1081
2021-05-31;LAMPUNG;Jantung Koroner;1092
2021-06-02;LAMPUNG;Jantung Koroner;1103
2021-06-10;LAMPUNG;Jantung Koroner;1150
2021-06-12;LAMPUNG;Jantung Koroner;1161
2021-06-13;LAMPUNG;Jantung Koroner;1168
2021-03-24;MALUKU;Jantung Koroner;437
2021-03-28;MALUKU;Jantung Koroner;440
2021-04-07;MALUKU;Jantung Koroner;444
2021-04-12;MALUKU;Jantung Koroner;446
2021-04-15;MALUKU;Jantung Koroner;447
2021-04-16;MALUKU;Jantung Koroner;448
2021-04-17;MALUKU;Jantung Koroner;448
2021-04-18;MALUKU;Jantung Koroner;449
2021-04-19;MALUKU;Jantung Koroner;449
2021-04-20;MALUKU;Jantung Koroner;449
2021-04-21;MALUKU;Jantung Koroner;450
2021-04-22;MALUKU;Jantung Koroner;450
2021-04-23;MALUKU;Jantung Koroner;450
2021-04-24;MALUKU;Jantung Koroner;450
